EART,EvDateTime,EvType,AssoProt,Descr,RprProt,Proto,SpEvTyp
5422,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5422,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5489,10/2/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5595,10/2/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5595,10/2/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
20014,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
20014,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5805,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5810,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5810,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5786,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5786,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5805,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5758,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5758,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5774,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5774,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
91709,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
91709,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5662,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5662,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5677,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5645,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5645,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5646,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5646,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5638,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5638,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5641,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5641,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5624,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5637,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5637,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5742,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5742,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5757,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5757,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5735,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5737,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5737,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5722,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5731,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5731,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5735,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5677,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5707,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5707,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5722,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5966,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5974,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5974,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5958,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5961,10/3/2024,Treatment,,Eprinex Pour-On,Ovsynch56,,Eprinex Pour-On
5961,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Ovsynch56,,Enroll in protocol
5966,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5934,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5950,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5950,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5957,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5957,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5958,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5930,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5930,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5934,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
74978,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
20017,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
20022,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
20022,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
74978,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5983,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5983,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
20017,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5975,10/3/2024,Treatment,,Eprinex Pour-On,ReSync-GPG,,Eprinex Pour-On
5975,10/3/2024,Enroll in protocol,,Eprinex Pour-On,ReSync-GPG,,Enroll in protocol
5980,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5980,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5888,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5888,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5878,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5878,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5884,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5884,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5885,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5885,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5876,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5877,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5877,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5862,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5862,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5870,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5870,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5875,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5875,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5876,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5919,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5919,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5921,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5921,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5922,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5922,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5910,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5910,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5914,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5914,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5916,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5916,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5901,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5901,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5907,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5907,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5909,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5909,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5897,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5897,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5899,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5899,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5705,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5844,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5844,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5855,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5855,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5746,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5815,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5815,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5817,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5817,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5829,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5829,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5728,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5734,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5734,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5745,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5745,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5746,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5705,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5718,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5718,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5723,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5723,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5728,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5519,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5522,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5522,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5528,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5516,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5516,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5519,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5503,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5513,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5513,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5499,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5499,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5503,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5621,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5621,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5624,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5616,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5616,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5618,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5618,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5579,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5579,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5607,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5607,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5528,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5572,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5572,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5349,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5349,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5367,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5967,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5271,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5271,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5389,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5389,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5967,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5457,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5478,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5478,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5496,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5496,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5400,10/3/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5400,10/3/2024,Enroll in protocol,,Eprinex Pour-On,Double OVS 2PgF,,Enroll in protocol
5457,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5384,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5387,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5387,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5367,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5377,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5377,10/3/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5384,10/3/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5438,10/8/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5634,10/8/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
74978,10/8/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5481,10/8/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5198,10/8/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5495,10/8/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5605,10/8/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5479,10/8/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5489,10/8/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5620,10/8/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5688,10/23/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5844,10/23/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5746,10/23/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5613,10/23/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5660,10/23/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5829,10/23/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5468,10/23/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5884,10/30/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5740,10/30/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5862,10/30/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5616,10/30/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5406,11/6/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5700,11/6/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
91409,11/6/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5674,11/6/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5513,11/6/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5718,11/6/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5582,11/6/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5581,11/6/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5876,11/13/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5572,11/13/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5503,11/13/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
11522,11/13/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5621,11/20/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5878,11/20/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5897,11/20/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5637,11/20/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5909,11/20/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5400,11/27/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5312,11/27/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
91709,11/27/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5901,11/27/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5899,11/27/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5519,11/27/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5734,11/27/2024,Treatment,,Eprinex Pour-On,Double OVS 2PgF,,Eprinex Pour-On
5499,12/4/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5885,12/4/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5478,12/4/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5911,12/4/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5595,12/4/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5422,12/4/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5921,12/8/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5921,12/8/2024,Enroll in protocol,,Eprinex Pour-On,,,Enroll in protocol
5860,12/11/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5729,12/11/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5865,12/11/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5889,12/11/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5817,12/11/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5759,12/18/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5728,12/18/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5403,12/18/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5888,12/18/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5877,12/18/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5919,12/31/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5870,12/31/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5914,12/31/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5774,12/31/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5757,12/31/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5460,12/31/2024,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5396,1/8/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5923,1/15/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5908,1/15/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5742,1/15/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5934,1/15/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5758,1/15/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5916,1/15/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5722,1/23/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5715,1/23/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5930,1/23/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5516,1/23/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5922,1/23/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5935,1/23/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
86101,1/29/2025,Treatment,,Eprinex Pour-On,,,Eprinex Pour-On
5715,1/25/2025,Enroll in protocol,,Epinephrine IM - 5cc IM,,,Enroll in protocol
5965,10/4/2024,Milk Culture,,Entrerococcus  Staph species - Left Rear tested  TNTC cfu Enterocuccus and 5cfu Staph sp. Submitted to VDL to verify  VDL confirmed on-farm culture results.,Reset GGPG,,Milk Culture
5950,11/15/2024,Milk Culture,,Entrerococcus - Left Rear tested  50cfu enterococcus sp. LRqtr. >200SCC last TD,,,Milk Culture
5965,11/15/2024,Milk Culture,,Entrerococcus - Left Rear tested  20cfu enterococcus sp LRqtr. >200SCC last TD,Reset GGPG,,Milk Culture
5531,12/1/2024,Milk Culture,,Enterobacteria - Right Front tested  10cfu Enterobactor sp. RFqtr,,,Milk Culture
5447,2/3/2025,Repro Check,,Enrolled in GPG 1.27. RTB for TAI 2.6?,ReSync-GPG,,Repro Check
6271,9/13/2024,Enroll in protocol,,Electrolytes 3 day - electrolytes with probiotic treatment dissolved in bottle,,,Enroll in protocol
6295,10/18/2024,Enroll in protocol,,Electrolytes 3 day,,,Enroll in protocol
6267,9/9/2024,Treatment,,Electrolytes  Day 3:3,,,Electrolytes
6271,9/17/2024,Treatment,,Electrolytes  Day 3:3,,,Electrolytes
6295,10/20/2024,Treatment,,Electrolytes  Day 3:3,,,Electrolytes
6271,9/17/2024,Treatment,,Electrolytes  Day 2:3,,,Electrolytes
6295,10/19/2024,Treatment,,Electrolytes  Day 2:3,,,Electrolytes
6267,9/7/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
6271,9/13/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
6295,10/18/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
6326,12/23/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
6335,12/31/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
537,12/31/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
538,12/31/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
6330,12/31/2024,Treatment,,Electrolytes  Day 1:3,,,Electrolytes
5519,1/22/2025,Milk Culture,,E. coli - Right Rear tested  E. coli 10 cfu RRqtr,,,Milk Culture
5833,11/16/2024,Milk Culture,,E. coli - Right Rear tested  500cfu E.coli RRqtr,,,Milk Culture
5362,10/16/2024,Milk Culture,,E. coli - Right Rear tested  >100cfu E.coli RRqtr,,,Milk Culture
5519,11/21/2024,Milk Culture,,E. coli - Right Rear tested,,,Milk Culture
5246,11/6/2024,Milk Culture,,E. coli - Right Front tested  E.coli TNTC RFqtr,,,Milk Culture
5531,10/22/2024,Milk Culture,,E. coli - Right Front tested  E.coli TNTC cfu RFqtr,,,Milk Culture
5447,12/31/2024,Milk Culture,,E. coli - Right Front tested  E. coli RFqtr TNTC,ReSync-GPG,,Milk Culture
5604,1/10/2025,Milk Culture,,E. coli - Right Front tested  5000-10 000cfu/ml E.coli RFqtr VDL result,,,Milk Culture
6008,1/18/2025,Milk Culture,,E. coli - Right Front tested  3 cfu E coli,,,Milk Culture
5570,10/6/2024,Milk Culture,,E. coli - Right Front tested  25cfu E.coli RFqtr,,,Milk Culture
5804,11/13/2024,Milk Culture,,E. coli - Left Rear tested  E.coli TNTC LRqtr,,,Milk Culture
5245,10/27/2024,Milk Culture,,E. coli - Left Rear tested  1LR. E.coli TNTC,,,Milk Culture
5422,12/4/2024,Enroll in protocol,,Dry Trim - protocol open,,,Enroll in protocol
5478,12/4/2024,Enroll in protocol,,Dry Trim - protocol open,,,Enroll in protocol
5865,12/11/2024,Enroll in protocol,,Dry Trim - protocol open,,,Enroll in protocol
5403,12/18/2024,Enroll in protocol,,Dry Trim - protocol open,,,Enroll in protocol
5759,12/18/2024,Enroll in protocol,,Dry Trim - protocol open,,,Enroll in protocol
